# threshold=0.2700
timestamp,ue_id,gnb,rsrp_kpm,sinr_kpm,rsrp_rrc,rsrq_rrc,sinr_rrc,thp_dl,thp_ul,prb_dl,rlc_delay,score,ho_triggered,ho_count
2026-03-29 16:23:10.710,97,source,-120.00,0.00,-120.00,-12.00,0.00,343596837.4,343200493.9,4294963140,0.00,0.7401,0,0
2026-03-29 16:23:10.810,97,source,-120.00,0.00,-120.00,-12.00,0.00,0.2,5116.4,5,0.00,0.2507,0,0
2026-03-29 16:23:10.910,97,source,-120.00,0.00,-84.00,-11.00,22.50,0.5,5062.9,15,0.00,0.3193,0,0
2026-03-29 16:23:11.010,97,source,-120.00,0.00,-84.00,-11.00,22.50,0.5,5065.0,10,0.00,0.3240,0,0
2026-03-29 16:23:11.110,97,source,-120.00,0.00,-84.00,-11.00,22.50,0.2,5065.3,5,0.00,0.3287,0,0
2026-03-29 16:23:11.210,97,source,-120.00,0.00,-84.00,-11.00,22.50,0.5,5064.7,10,0.00,0.3240,0,0
2026-03-29 16:23:11.310,97,source,-120.00,0.00,-84.00,-11.00,22.50,0.2,5116.6,10,0.00,0.3242,0,0
2026-03-29 16:23:11.410,97,source,-120.00,0.00,-84.00,-11.00,22.50,0.5,5090.1,10,0.00,0.3241,0,0
2026-03-29 16:23:11.510,97,source,-120.00,0.00,-84.00,-11.00,22.50,0.2,5142.1,5,0.00,0.3290,0,0
2026-03-29 16:23:11.610,97,source,-120.00,0.00,-84.00,-11.00,22.50,0.5,5116.6,10,0.00,0.3242,0,0
2026-03-29 16:23:11.710,97,source,-120.00,0.00,-84.00,-11.00,22.50,0.5,5091.0,10,0.00,0.3241,0,0
2026-03-29 16:23:11.810,97,source,-120.00,0.00,-84.00,-11.00,22.50,0.2,5039.5,5,0.00,0.3287,0,0
2026-03-29 16:23:11.910,97,source,-120.00,0.00,-84.00,-11.00,22.50,0.5,5065.1,10,0.00,0.3240,0,0
2026-03-29 16:23:12.010,97,source,-120.00,0.00,-84.00,-11.00,22.50,0.2,5036.7,10,0.00,0.3239,0,0
2026-03-29 16:23:12.110,97,source,-120.00,0.00,-84.00,-11.00,22.50,0.5,5116.9,10,0.00,0.3242,0,0
2026-03-29 16:23:12.210,97,source,-120.00,0.00,-84.00,-11.00,22.50,0.2,5065.0,5,0.00,0.3287,0,0
2026-03-29 16:23:12.310,97,source,-120.00,0.00,-84.00,-11.00,22.50,0.5,5116.8,15,0.00,0.3195,0,0
2026-03-29 16:23:12.410,97,source,-120.00,0.00,-84.00,-11.00,22.50,0.2,5039.5,5,0.00,0.3287,0,0
2026-03-29 16:23:12.510,97,source,-120.00,0.00,-84.00,-11.00,22.50,0.5,5039.1,10,0.00,0.3239,0,0
2026-03-29 16:23:12.610,97,source,-120.00,0.00,-84.00,-11.00,22.50,0.2,5039.1,5,0.00,0.3287,0,0
2026-03-29 16:23:12.710,97,source,-120.00,0.00,-84.00,-11.00,22.50,0.5,5065.2,10,0.00,0.3240,0,0
2026-03-29 16:23:12.810,97,source,-120.00,0.00,-84.00,-11.00,22.50,0.2,5039.0,5,0.00,0.3287,0,0
2026-03-29 16:23:12.910,97,source,-120.00,0.00,-84.00,-11.00,22.50,0.5,5065.3,10,0.00,0.3240,0,0
2026-03-29 16:23:13.010,97,source,-120.00,0.00,-84.00,-11.00,22.50,6.8,5036.8,33,151.00,0.3023,0,0
2026-03-29 16:23:13.110,97,source,-120.00,0.00,-84.00,-11.00,22.50,0.5,5039.1,10,0.00,0.3239,0,0
2026-03-29 16:23:13.210,97,source,-120.00,0.00,-84.00,-11.00,22.50,7.0,5065.2,33,337.00,0.3023,0,0
2026-03-29 16:23:13.310,97,source,-120.00,0.00,-84.00,-11.00,22.50,0.2,5064.6,10,0.00,0.3240,0,0
2026-03-29 16:23:13.410,97,source,-120.00,0.00,-84.00,-11.00,22.50,0.5,5039.7,10,0.00,0.3239,0,0
2026-03-29 16:23:13.510,97,source,-120.00,0.00,-84.00,-11.00,22.50,6.8,5039.0,28,291.00,0.3070,0,0
2026-03-29 16:23:13.610,97,source,-120.00,0.00,-84.00,-11.00,22.50,0.5,5039.4,10,0.00,0.3239,0,0
2026-03-29 16:23:13.710,97,source,-120.00,0.00,-84.00,-11.00,22.50,0.2,5090.5,5,0.00,0.3288,0,0
2026-03-29 16:23:13.810,97,source,-120.00,0.00,-84.00,-11.00,22.50,1.3,4747.4,24,0.00,0.3099,0,0
2026-03-29 16:23:13.910,97,source,-120.00,0.00,-84.00,-11.00,22.50,0.2,3977.0,5,0.00,0.3255,0,0
2026-03-29 16:23:14.010,97,source,-120.00,0.00,-84.00,-11.00,22.50,5.8,4601.4,25,105.00,0.3085,0,0
2026-03-29 16:23:14.110,97,source,-120.00,0.00,-86.00,-11.00,22.50,8.0,5113.8,36,146.00,0.2955,0,0
2026-03-29 16:23:14.210,97,source,-120.00,0.00,-86.00,-11.00,22.50,10.5,4996.2,34,188.50,0.2970,0,0
2026-03-29 16:23:14.310,97,source,-120.00,0.00,-86.00,-11.00,22.50,0.5,4824.7,15,0.00,0.3144,0,0
2026-03-29 16:23:14.410,97,source,-120.00,0.00,-86.00,-11.00,22.50,0.2,5116.3,5,0.00,0.3247,0,0
2026-03-29 16:23:14.510,97,source,-120.00,0.00,-86.00,-11.00,22.50,0.5,5168.1,10,0.00,0.3202,0,0
2026-03-29 16:23:14.610,97,source,-120.00,0.00,-86.00,-11.00,22.50,0.5,5168.0,10,0.00,0.3202,0,0
2026-03-29 16:23:14.710,97,source,-120.00,0.00,-86.00,-11.00,22.50,0.2,4559.7,5,0.00,0.3231,0,0
2026-03-29 16:23:14.810,97,source,-120.00,0.00,-97.00,-11.00,22.00,6.1,5166.2,35,230.00,0.2737,0,0
2026-03-29 16:23:14.910,97,source,-120.00,0.00,-97.00,-11.00,22.00,0.2,5168.2,5,0.00,0.3020,0,0
2026-03-29 16:23:15.010,97,source,-120.00,0.00,-97.00,-11.00,22.00,0.5,5168.0,10,0.00,0.2972,0,0
