# threshold=0.2700
timestamp,ue_id,gnb,rsrp_kpm,sinr_kpm,rsrp_rrc,rsrq_rrc,sinr_rrc,thp_dl,thp_ul,prb_dl,rlc_delay,score,ho_triggered,ho_count
2026-03-29 16:28:17.534,102,source,-120.00,0.00,-120.00,-12.00,0.00,557.4,259635.0,1292,0.00,0.7401,0,0
2026-03-29 16:28:17.634,102,source,-120.00,0.00,-120.00,-12.00,0.00,0.5,6035.4,10,0.00,0.2488,0,0
2026-03-29 16:28:17.734,102,source,-120.00,0.00,-82.00,-11.00,22.50,0.2,5988.5,10,0.00,0.3310,0,0
2026-03-29 16:28:17.834,102,source,-120.00,0.00,-82.00,-11.00,22.50,0.5,5589.4,10,0.00,0.3298,0,0
2026-03-29 16:28:17.934,102,source,-120.00,0.00,-82.00,-11.00,22.50,1.0,5589.4,11,0.00,0.3288,0,0
2026-03-29 16:28:18.034,102,source,-120.00,0.00,-82.00,-11.00,22.50,0.5,5589.2,10,0.00,0.3298,0,0
2026-03-29 16:28:18.134,102,source,-120.00,0.00,-82.00,-11.00,22.50,0.2,5589.2,5,0.00,0.3345,0,0
2026-03-29 16:28:18.234,102,source,-120.00,0.00,-82.00,-11.00,22.50,0.5,5773.4,10,0.00,0.3303,0,0
2026-03-29 16:28:18.334,102,source,-120.00,0.00,-82.00,-11.00,22.50,0.2,5474.5,10,0.00,0.3294,0,0
2026-03-29 16:28:18.434,102,source,-120.00,0.00,-82.00,-11.00,22.50,0.5,5957.3,10,0.00,0.3309,0,0
2026-03-29 16:28:18.534,102,source,-120.00,0.00,-82.00,-11.00,22.50,0.5,5957.2,10,0.00,0.3309,0,0
2026-03-29 16:28:18.634,102,source,-120.00,0.00,-82.00,-11.00,22.50,0.2,5589.3,5,0.00,0.3345,0,0
2026-03-29 16:28:18.734,102,source,-120.00,0.00,-83.00,-11.00,22.50,0.5,5586.9,15,0.00,0.3229,0,0
2026-03-29 16:28:18.834,102,source,-120.00,0.00,-83.00,-11.00,22.50,0.2,5623.0,5,0.00,0.3325,0,0
2026-03-29 16:28:18.934,102,source,-120.00,0.00,-83.00,-11.00,22.50,0.5,5589.2,10,0.00,0.3277,0,0
2026-03-29 16:28:19.034,102,source,-120.00,0.00,-83.00,-11.00,22.50,0.2,5990.5,5,0.00,0.3336,0,0
2026-03-29 16:28:19.134,102,source,-120.00,0.00,-83.00,-11.00,22.50,0.5,5588.6,10,0.00,0.3277,0,0
2026-03-29 16:28:19.234,102,source,-120.00,0.00,-83.00,-11.00,22.50,0.2,5589.4,5,0.00,0.3324,0,0
2026-03-29 16:28:19.334,102,source,-120.00,0.00,-83.00,-11.00,22.50,0.5,5588.2,15,0.00,0.3230,0,0
2026-03-29 16:28:19.434,102,source,-120.00,0.00,-83.00,-11.00,22.50,0.5,5438.8,10,0.00,0.3272,0,0
2026-03-29 16:28:19.534,102,source,-120.00,0.00,-83.00,-11.00,22.50,0.2,5589.3,5,0.00,0.3324,0,0
2026-03-29 16:28:19.634,102,source,-120.00,0.00,-83.00,-11.00,22.50,0.5,5589.3,10,0.00,0.3277,0,0
2026-03-29 16:28:19.734,102,source,-120.00,0.00,-83.00,-11.00,22.50,0.2,5587.1,10,0.00,0.3277,0,0
2026-03-29 16:28:19.834,102,source,-120.00,0.00,-83.00,-11.00,22.50,0.5,5589.3,10,0.00,0.3277,0,0
2026-03-29 16:28:19.934,102,source,-120.00,0.00,-83.00,-11.00,22.50,2.9,5304.9,28,0.00,0.3098,0,0
2026-03-29 16:28:20.034,102,source,-120.00,0.00,-83.00,-11.00,22.50,1.8,4909.3,15,0.00,0.3209,0,0
2026-03-29 16:28:20.134,102,source,-120.00,0.00,-83.00,-11.00,22.50,0.5,5103.5,10,0.00,0.3262,0,0
2026-03-29 16:28:20.234,102,source,-120.00,0.00,-83.00,-11.00,22.50,6.1,5167.6,22,1433.00,0.3151,0,0
2026-03-29 16:28:20.334,102,source,-120.00,0.00,-83.00,-11.00,22.50,0.2,4705.2,10,0.00,0.3250,0,0
2026-03-29 16:28:20.434,102,source,-120.00,0.00,-83.00,-11.00,22.50,24.7,4584.5,127,867.20,0.2342,0,0
2026-03-29 16:28:20.534,102,source,-120.00,0.00,-83.00,-11.00,22.50,6.9,4704.5,35,0.00,0.3015,0,0
2026-03-29 16:28:20.634,102,source,-120.00,0.00,-83.00,-11.00,22.50,1.0,4414.4,11,0.00,0.3232,0,0
2026-03-29 16:28:20.735,102,source,-120.00,0.00,-83.00,-11.00,22.50,5.1,4876.3,55,219.00,0.2831,0,0
2026-03-29 16:28:20.834,102,source,-120.00,0.00,-87.00,-11.00,22.50,0.2,4874.6,10,0.00,0.3172,0,0
2026-03-29 16:28:20.934,102,source,-120.00,0.00,-87.00,-11.00,22.50,0.5,5168.3,10,0.00,0.3181,0,0
2026-03-29 16:28:21.034,102,source,-120.00,0.00,-87.00,-11.00,22.50,0.2,4756.9,5,0.00,0.3216,0,0
2026-03-29 16:28:21.134,102,source,-120.00,0.00,-87.00,-11.00,22.50,0.5,4876.7,10,0.00,0.3172,0,0
2026-03-29 16:28:21.234,102,source,-120.00,0.00,-87.00,-11.00,22.50,0.2,5168.2,5,0.00,0.3228,0,0
2026-03-29 16:28:21.334,102,source,-120.00,0.00,-87.00,-11.00,22.50,0.5,5022.0,15,0.00,0.3129,0,0
2026-03-29 16:28:21.434,102,source,-120.00,0.00,-97.00,-11.00,20.50,1.0,4557.6,16,0.00,0.2898,0,0
2026-03-29 16:28:21.534,102,source,-120.00,0.00,-97.00,-11.00,20.50,0.5,4439.8,10,0.00,0.2951,0,0
2026-03-29 16:28:21.634,102,source,-120.00,0.00,-97.00,-11.00,20.50,0.2,5168.0,5,0.00,0.3020,0,0
2026-03-29 16:28:21.734,102,source,-120.00,0.00,-97.00,-11.00,20.50,7.0,5168.0,33,254.00,0.2756,0,0
2026-03-29 16:28:21.834,102,source,-120.00,0.00,-100.00,-11.00,20.50,0.5,5020.8,15,0.00,0.2858,0,0
2026-03-29 16:28:21.934,102,source,-120.00,0.00,-100.00,-11.00,20.50,5.8,4585.1,25,1417.00,0.2751,0,0
2026-03-29 16:28:22.034,102,source,-120.00,0.00,-101.00,-11.00,21.00,0.5,5165.8,15,0.00,0.2842,0,0
2026-03-29 16:28:22.134,102,source,-120.00,0.00,-101.00,-11.00,21.00,0.2,4319.8,5,0.00,0.2911,0,0
2026-03-29 16:28:22.234,102,source,-120.00,0.00,-101.00,-11.00,21.00,0.5,5022.4,10,0.00,0.2885,0,0
2026-03-29 16:28:22.334,102,source,-120.00,0.00,-99.00,-11.00,22.00,0.2,5166.2,15,0.00,0.2884,0,0
2026-03-29 16:28:22.434,102,source,-120.00,0.00,-99.00,-11.00,22.00,0.5,4850.8,10,0.00,0.2921,0,0
2026-03-29 16:28:22.534,102,source,-120.00,0.00,-99.00,-11.00,22.00,0.2,4439.7,5,0.00,0.2956,0,0
2026-03-29 16:28:22.634,102,source,-120.00,0.00,-99.00,-11.00,22.00,0.2,4202.5,5,0.00,0.2949,0,0
2026-03-29 16:28:22.734,102,source,-120.00,0.00,-99.00,-11.00,22.00,0.5,5022.6,10,0.00,0.2926,0,0
2026-03-29 16:28:22.834,102,source,-120.00,0.00,-98.00,-11.00,20.50,0.2,4900.5,10,0.00,0.2944,0,0
2026-03-29 16:28:22.934,102,source,-120.00,0.00,-98.00,-11.00,20.50,0.5,5167.8,10,0.00,0.2952,0,0
2026-03-29 16:28:23.034,102,source,-120.00,0.00,-99.00,-11.50,20.00,0.5,5020.1,10,0.00,0.2910,0,0
2026-03-29 16:28:23.134,102,source,-120.00,0.00,-99.00,-11.50,20.00,0.2,5168.2,5,0.00,0.2962,0,0
2026-03-29 16:28:23.234,102,source,-120.00,0.00,-99.00,-11.50,20.00,0.2,3934.4,5,0.00,0.2925,0,0
2026-03-29 16:28:23.334,102,source,-120.00,0.00,-99.00,-11.50,20.00,0.5,4585.1,15,0.00,0.2850,0,0
2026-03-29 16:28:23.434,102,source,-120.00,0.00,-99.00,-11.50,20.00,0.2,4584.6,5,0.00,0.2945,0,0
2026-03-29 16:28:23.534,102,source,-120.00,0.00,-99.00,-11.50,20.00,0.5,5167.9,10,0.00,0.2915,0,0
2026-03-29 16:28:23.634,102,source,-120.00,0.00,-99.00,-11.50,20.00,0.5,5168.0,10,0.00,0.2915,0,0
2026-03-29 16:28:23.734,102,source,-120.00,0.00,-99.00,-11.50,20.00,0.2,5168.2,5,0.00,0.2962,0,0
2026-03-29 16:28:23.834,102,source,-120.00,0.00,-99.00,-11.50,20.00,0.5,5168.2,10,0.00,0.2915,0,0
2026-03-29 16:28:23.934,102,source,-120.00,0.00,-99.00,-11.50,20.00,0.2,5401.2,5,0.00,0.2969,0,0
2026-03-29 16:28:24.034,102,source,-120.00,0.00,-97.00,-11.50,20.50,0.5,5683.6,15,0.00,0.2925,0,0
2026-03-29 16:28:24.134,102,source,-120.00,0.00,-97.00,-11.50,20.50,0.2,5589.3,5,0.00,0.3016,0,0
2026-03-29 16:28:24.234,102,source,-120.00,0.00,-97.00,-11.50,20.50,0.5,5773.2,10,0.00,0.2975,0,0
2026-03-29 16:28:24.334,102,source,-120.00,0.00,-97.00,-11.50,20.50,0.5,5957.0,15,0.00,0.2933,0,0
2026-03-29 16:28:24.434,102,source,-120.00,0.00,-97.00,-11.50,20.50,0.2,5589.4,5,0.00,0.3016,0,0
2026-03-29 16:28:24.534,102,source,-120.00,0.00,-97.00,-11.50,20.50,0.5,5556.0,10,0.00,0.2968,0,0
2026-03-29 16:28:24.634,102,source,-120.00,0.00,-97.00,-11.50,20.50,0.2,5589.4,5,0.00,0.3016,0,0
2026-03-29 16:28:24.734,102,source,-120.00,0.00,-97.00,-11.50,20.50,0.5,5589.3,10,0.00,0.2969,0,0
2026-03-29 16:28:24.834,102,source,-120.00,0.00,-97.00,-11.50,20.50,0.2,5589.3,5,0.00,0.3016,0,0
