timestamp,gnb,metric_name,metric_value
2026-03-26 17:19:28.730,source,DRB.PdcpSduVolumeUL,34359.344
2026-03-26 17:19:28.730,source,DRB.RlcSduDelayDl,0.000
2026-03-26 17:19:28.730,source,DRB.UEThpDl,325720124.640
2026-03-26 17:19:28.730,source,DRB.UEThpUl,343595823.280
2026-03-26 17:19:28.730,source,RRU.PrbTotDl,4288623823.000
2026-03-26 17:19:28.730,source,RRU.PrbTotUl,4294942441.000
2026-03-26 17:19:28.830,source,DRB.PdcpSduVolumeUL,0.000
2026-03-26 17:19:28.830,source,DRB.RlcSduDelayDl,1774541968779006.000
2026-03-26 17:19:28.830,source,DRB.UEThpDl,16613.920
2026-03-26 17:19:28.830,source,DRB.UEThpUl,0.960
2026-03-26 17:19:28.830,source,RRU.PrbTotDl,6069.000
2026-03-26 17:19:28.830,source,RRU.PrbTotUl,20.000
2026-03-26 17:19:28.930,source,DRB.PdcpSduVolumeUL,0.000
2026-03-26 17:19:28.930,source,DRB.RlcSduDelayDl,1774541968879247.750
2026-03-26 17:19:28.930,source,DRB.UEThpDl,16666.240
2026-03-26 17:19:28.930,source,DRB.UEThpUl,0.960
2026-03-26 17:19:28.930,source,RRU.PrbTotDl,6120.000
2026-03-26 17:19:28.930,source,RRU.PrbTotUl,20.000
2026-03-26 17:19:29.030,source,DRB.PdcpSduVolumeUL,0.000
2026-03-26 17:19:29.030,source,DRB.RlcSduDelayDl,1774541968979525.500
2026-03-26 17:19:29.030,source,DRB.UEThpDl,16754.720
2026-03-26 17:19:29.030,source,DRB.UEThpUl,0.960
2026-03-26 17:19:29.030,source,RRU.PrbTotDl,6120.000
2026-03-26 17:19:29.030,source,RRU.PrbTotUl,20.000
2026-03-26 17:19:29.067,source,RSRP,-94.000
2026-03-26 17:19:29.067,source,RSRQ,-11.000
2026-03-26 17:19:29.067,source,SINR,22.000
2026-03-26 17:19:29.130,source,DRB.PdcpSduVolumeUL,0.000
2026-03-26 17:19:29.130,source,DRB.RlcSduDelayDl,1774541969079431.250
2026-03-26 17:19:29.130,source,DRB.UEThpDl,16754.080
2026-03-26 17:19:29.130,source,DRB.UEThpUl,0.960
2026-03-26 17:19:29.130,source,RRU.PrbTotDl,6120.000
2026-03-26 17:19:29.130,source,RRU.PrbTotUl,30.000
2026-03-26 17:19:29.230,source,DRB.PdcpSduVolumeUL,0.000
2026-03-26 17:19:29.230,source,DRB.RlcSduDelayDl,1774541969178584.750
2026-03-26 17:19:29.230,source,DRB.UEThpDl,16905.840
2026-03-26 17:19:29.230,source,DRB.UEThpUl,0.960
2026-03-26 17:19:29.230,source,RRU.PrbTotDl,5967.000
2026-03-26 17:19:29.230,source,RRU.PrbTotUl,15.000
2026-03-26 17:19:29.330,source,DRB.PdcpSduVolumeUL,0.000
2026-03-26 17:19:29.330,source,DRB.RlcSduDelayDl,1774541969279109.000
2026-03-26 17:19:29.330,source,DRB.UEThpDl,15941.120
2026-03-26 17:19:29.330,source,DRB.UEThpUl,0.960
2026-03-26 17:19:29.330,source,RRU.PrbTotDl,5202.000
2026-03-26 17:19:29.330,source,RRU.PrbTotUl,20.000
2026-03-26 17:19:29.430,source,DRB.PdcpSduVolumeUL,0.000
2026-03-26 17:19:29.430,source,DRB.RlcSduDelayDl,1774541969379024.250
2026-03-26 17:19:29.430,source,DRB.UEThpDl,16040.800
2026-03-26 17:19:29.430,source,DRB.UEThpUl,0.960
2026-03-26 17:19:29.430,source,RRU.PrbTotDl,5202.000
2026-03-26 17:19:29.430,source,RRU.PrbTotUl,20.000
2026-03-26 17:19:29.530,source,DRB.PdcpSduVolumeUL,0.000
2026-03-26 17:19:29.530,source,DRB.RlcSduDelayDl,1774541969479113.500
2026-03-26 17:19:29.530,source,DRB.UEThpDl,16040.800
2026-03-26 17:19:29.530,source,DRB.UEThpUl,0.720
2026-03-26 17:19:29.530,source,RRU.PrbTotDl,5202.000
2026-03-26 17:19:29.530,source,RRU.PrbTotUl,20.000
2026-03-26 17:19:29.630,source,DRB.PdcpSduVolumeUL,0.000
2026-03-26 17:19:29.630,source,DRB.RlcSduDelayDl,1774541969579463.500
2026-03-26 17:19:29.630,source,DRB.UEThpDl,16040.560
2026-03-26 17:19:29.630,source,DRB.UEThpUl,0.960
2026-03-26 17:19:29.630,source,RRU.PrbTotDl,5202.000
2026-03-26 17:19:29.630,source,RRU.PrbTotUl,15.000
2026-03-26 17:19:29.730,source,DRB.PdcpSduVolumeUL,0.000
2026-03-26 17:19:29.730,source,DRB.RlcSduDelayDl,1774541969679570.500
2026-03-26 17:19:29.730,source,DRB.UEThpDl,16099.200
2026-03-26 17:19:29.730,source,DRB.UEThpUl,0.960
2026-03-26 17:19:29.730,source,RRU.PrbTotDl,5253.000
2026-03-26 17:19:29.730,source,RRU.PrbTotUl,20.000
2026-03-26 17:19:29.830,source,DRB.PdcpSduVolumeUL,0.000
2026-03-26 17:19:29.830,source,DRB.RlcSduDelayDl,1774541969779111.000
2026-03-26 17:19:29.830,source,DRB.UEThpDl,16040.800
2026-03-26 17:19:29.830,source,DRB.UEThpUl,0.720
2026-03-26 17:19:29.830,source,RRU.PrbTotDl,5202.000
2026-03-26 17:19:29.830,source,RRU.PrbTotUl,20.000
2026-03-26 17:19:29.930,source,DRB.PdcpSduVolumeUL,0.000
2026-03-26 17:19:29.930,source,DRB.RlcSduDelayDl,1774541969879164.500
2026-03-26 17:19:29.930,source,DRB.UEThpDl,16040.640
2026-03-26 17:19:29.930,source,DRB.UEThpUl,0.960
2026-03-26 17:19:29.930,source,RRU.PrbTotDl,5202.000
2026-03-26 17:19:29.930,source,RRU.PrbTotUl,20.000
2026-03-26 17:19:30.030,source,DRB.PdcpSduVolumeUL,0.000
2026-03-26 17:19:30.030,source,DRB.RlcSduDelayDl,1774541969979163.250
2026-03-26 17:19:30.030,source,DRB.UEThpDl,15882.720
2026-03-26 17:19:30.030,source,DRB.UEThpUl,0.960
2026-03-26 17:19:30.030,source,RRU.PrbTotDl,5151.000
2026-03-26 17:19:30.030,source,RRU.PrbTotUl,15.000
2026-03-26 17:19:30.097,source,RSRP,-95.000
2026-03-26 17:19:30.097,source,RSRQ,-11.000
2026-03-26 17:19:30.097,source,SINR,21.500
2026-03-26 17:19:30.130,source,DRB.PdcpSduVolumeUL,0.000
2026-03-26 17:19:30.130,source,DRB.RlcSduDelayDl,1774541970079101.750
2026-03-26 17:19:30.130,source,DRB.UEThpDl,15940.640
2026-03-26 17:19:30.130,source,DRB.UEThpUl,0.720
2026-03-26 17:19:30.130,source,RRU.PrbTotDl,5202.000
2026-03-26 17:19:30.130,source,RRU.PrbTotUl,20.000
2026-03-26 17:19:30.230,source,DRB.PdcpSduVolumeUL,0.000
2026-03-26 17:19:30.230,source,DRB.RlcSduDelayDl,1774541970179323.750
2026-03-26 17:19:30.230,source,DRB.UEThpDl,15882.480
2026-03-26 17:19:30.230,source,DRB.UEThpUl,0.960
2026-03-26 17:19:30.230,source,RRU.PrbTotDl,5151.000
2026-03-26 17:19:30.230,source,RRU.PrbTotUl,15.000
2026-03-26 17:19:30.262,source,RSRP,-98.000
2026-03-26 17:19:30.262,source,RSRQ,-11.000
2026-03-26 17:19:30.262,source,SINR,21.500
2026-03-26 17:19:30.330,source,DRB.PdcpSduVolumeUL,0.000
2026-03-26 17:19:30.330,source,DRB.RlcSduDelayDl,1774541970279348.750
2026-03-26 17:19:30.330,source,DRB.UEThpDl,15882.000
2026-03-26 17:19:30.330,source,DRB.UEThpUl,0.960
2026-03-26 17:19:30.330,source,RRU.PrbTotDl,5151.000
2026-03-26 17:19:30.330,source,RRU.PrbTotUl,20.000
2026-03-26 17:19:30.430,source,DRB.PdcpSduVolumeUL,0.000
2026-03-26 17:19:30.430,source,DRB.RlcSduDelayDl,1774541970380284.500
2026-03-26 17:19:30.430,source,DRB.UEThpDl,16047.760
2026-03-26 17:19:30.430,source,DRB.UEThpUl,0.960
2026-03-26 17:19:30.430,source,RRU.PrbTotDl,5406.000
2026-03-26 17:19:30.430,source,RRU.PrbTotUl,20.000
2026-03-26 17:19:30.530,source,DRB.PdcpSduVolumeUL,0.000
2026-03-26 17:19:30.530,source,DRB.RlcSduDelayDl,1774541970479195.250
2026-03-26 17:19:30.530,source,DRB.UEThpDl,16526.160
2026-03-26 17:19:30.530,source,DRB.UEThpUl,0.960
2026-03-26 17:19:30.530,source,RRU.PrbTotDl,6069.000
2026-03-26 17:19:30.530,source,RRU.PrbTotUl,20.000
2026-03-26 17:19:30.630,source,DRB.PdcpSduVolumeUL,0.000
2026-03-26 17:19:30.630,source,DRB.RlcSduDelayDl,1774541970579659.000
2026-03-26 17:19:30.630,source,DRB.UEThpDl,16894.960
2026-03-26 17:19:30.630,source,DRB.UEThpUl,0.960
2026-03-26 17:19:30.630,source,RRU.PrbTotDl,6171.000
2026-03-26 17:19:30.630,source,RRU.PrbTotUl,20.000
2026-03-26 17:19:30.730,source,DRB.PdcpSduVolumeUL,0.000
2026-03-26 17:19:30.730,source,DRB.RlcSduDelayDl,1774541970679582.500
2026-03-26 17:19:30.730,source,DRB.UEThpDl,16894.960
2026-03-26 17:19:30.730,source,DRB.UEThpUl,0.960
2026-03-26 17:19:30.730,source,RRU.PrbTotDl,6171.000
2026-03-26 17:19:30.730,source,RRU.PrbTotUl,20.000
2026-03-26 17:19:30.742,source,RSRP,-98.000
2026-03-26 17:19:30.742,source,RSRQ,-11.000
2026-03-26 17:19:30.742,source,SINR,21.500
2026-03-26 17:19:30.830,source,DRB.PdcpSduVolumeUL,0.000
2026-03-26 17:19:30.830,source,DRB.RlcSduDelayDl,1774541970779637.500
2026-03-26 17:19:30.830,source,DRB.UEThpDl,16333.120
2026-03-26 17:19:30.830,source,DRB.UEThpUl,0.960
2026-03-26 17:19:30.830,source,RRU.PrbTotDl,5967.000
2026-03-26 17:19:30.830,source,RRU.PrbTotUl,20.000
2026-03-26 17:19:30.930,source,DRB.PdcpSduVolumeUL,0.000
2026-03-26 17:19:30.930,source,DRB.RlcSduDelayDl,1774541970879147.250
2026-03-26 17:19:30.930,source,DRB.UEThpDl,16806.640
2026-03-26 17:19:30.930,source,DRB.UEThpUl,0.960
2026-03-26 17:19:30.930,source,RRU.PrbTotDl,6171.000
2026-03-26 17:19:30.930,source,RRU.PrbTotUl,20.000
2026-03-26 17:19:31.030,source,DRB.PdcpSduVolumeUL,0.000
2026-03-26 17:19:31.030,source,DRB.RlcSduDelayDl,1774541970979515.000
2026-03-26 17:19:31.030,source,DRB.UEThpDl,16894.720
2026-03-26 17:19:31.030,source,DRB.UEThpUl,0.960
2026-03-26 17:19:31.030,source,RRU.PrbTotDl,6171.000
2026-03-26 17:19:31.030,source,RRU.PrbTotUl,20.000
2026-03-26 17:19:31.117,source,RSRP,-95.000
2026-03-26 17:19:31.117,source,RSRQ,-11.000
2026-03-26 17:19:31.117,source,SINR,22.000
