timestamp,gnb,metric_name,metric_value
2026-03-27 11:39:15.441,source,DRB.PdcpSduVolumeUL,257.960
2026-03-27 11:39:15.441,source,DRB.RlcSduDelayDl,261.414
2026-03-27 11:39:15.441,source,DRB.UEThpDl,7068.800
2026-03-27 11:39:15.441,source,DRB.UEThpUl,324935.280
2026-03-27 11:39:15.441,source,RRU.PrbTotDl,7256.000
2026-03-27 11:39:15.441,source,RRU.PrbTotUl,132495.000
2026-03-27 11:39:15.541,source,DRB.PdcpSduVolumeUL,5.760
2026-03-27 11:39:15.541,source,DRB.RlcSduDelayDl,267.062
2026-03-27 11:39:15.541,source,DRB.UEThpDl,222.960
2026-03-27 11:39:15.541,source,DRB.UEThpUl,7271.760
2026-03-27 11:39:15.541,source,RRU.PrbTotDl,185.000
2026-03-27 11:39:15.541,source,RRU.PrbTotUl,3000.000
2026-03-27 11:39:15.641,source,DRB.PdcpSduVolumeUL,5.768
2026-03-27 11:39:15.641,source,DRB.RlcSduDelayDl,266.533
2026-03-27 11:39:15.641,source,DRB.UEThpDl,139.680
2026-03-27 11:39:15.641,source,DRB.UEThpUl,7271.200
2026-03-27 11:39:15.641,source,RRU.PrbTotDl,150.000
2026-03-27 11:39:15.641,source,RRU.PrbTotUl,3000.000
2026-03-27 11:39:15.721,source,RSRP,-89.000
2026-03-27 11:39:15.721,source,RSRQ,-11.000
2026-03-27 11:39:15.721,source,SINR,22.500
2026-03-27 11:39:15.741,source,DRB.PdcpSduVolumeUL,4.800
2026-03-27 11:39:15.741,source,DRB.RlcSduDelayDl,501.929
2026-03-27 11:39:15.741,source,DRB.UEThpDl,203.200
2026-03-27 11:39:15.741,source,DRB.UEThpUl,6110.000
2026-03-27 11:39:15.741,source,RRU.PrbTotDl,148.000
2026-03-27 11:39:15.741,source,RRU.PrbTotUl,2490.000
2026-03-27 11:39:15.841,source,DRB.PdcpSduVolumeUL,5.088
2026-03-27 11:39:15.841,source,DRB.RlcSduDelayDl,270.194
2026-03-27 11:39:15.841,source,DRB.UEThpDl,144.080
2026-03-27 11:39:15.841,source,DRB.UEThpUl,6412.080
2026-03-27 11:39:15.841,source,RRU.PrbTotDl,130.000
2026-03-27 11:39:15.841,source,RRU.PrbTotUl,2541.000
2026-03-27 11:39:15.941,source,DRB.PdcpSduVolumeUL,5.760
2026-03-27 11:39:15.941,source,DRB.RlcSduDelayDl,307.097
2026-03-27 11:39:15.941,source,DRB.UEThpDl,144.320
2026-03-27 11:39:15.941,source,DRB.UEThpUl,7233.840
2026-03-27 11:39:15.941,source,RRU.PrbTotDl,155.000
2026-03-27 11:39:15.941,source,RRU.PrbTotUl,2949.000
2026-03-27 11:39:16.041,source,DRB.PdcpSduVolumeUL,4.608
2026-03-27 11:39:16.041,source,DRB.RlcSduDelayDl,324.160
2026-03-27 11:39:16.041,source,DRB.UEThpDl,117.120
2026-03-27 11:39:16.041,source,DRB.UEThpUl,5778.880
2026-03-27 11:39:16.041,source,RRU.PrbTotDl,125.000
2026-03-27 11:39:16.041,source,RRU.PrbTotUl,2298.000
2026-03-27 11:39:16.141,source,DRB.PdcpSduVolumeUL,5.568
2026-03-27 11:39:16.141,source,DRB.RlcSduDelayDl,264.935
2026-03-27 11:39:16.141,source,DRB.UEThpDl,144.320
2026-03-27 11:39:16.141,source,DRB.UEThpUl,7028.560
2026-03-27 11:39:16.141,source,RRU.PrbTotDl,155.000
2026-03-27 11:39:16.141,source,RRU.PrbTotUl,2898.000
2026-03-27 11:39:16.241,source,DRB.PdcpSduVolumeUL,5.664
2026-03-27 11:39:16.241,source,DRB.RlcSduDelayDl,276.800
2026-03-27 11:39:16.241,source,DRB.UEThpDl,139.440
2026-03-27 11:39:16.241,source,DRB.UEThpUl,7103.200
2026-03-27 11:39:16.241,source,RRU.PrbTotDl,140.000
2026-03-27 11:39:16.241,source,RRU.PrbTotUl,2949.000
2026-03-27 11:39:16.341,source,DRB.PdcpSduVolumeUL,5.416
2026-03-27 11:39:16.341,source,DRB.RlcSduDelayDl,267.933
2026-03-27 11:39:16.341,source,DRB.UEThpDl,140.320
2026-03-27 11:39:16.341,source,DRB.UEThpUl,7066.000
2026-03-27 11:39:16.341,source,RRU.PrbTotDl,155.000
2026-03-27 11:39:16.341,source,RRU.PrbTotUl,2847.000
2026-03-27 11:39:16.441,source,DRB.PdcpSduVolumeUL,5.280
2026-03-27 11:39:16.441,source,DRB.RlcSduDelayDl,250.143
2026-03-27 11:39:16.441,source,DRB.UEThpDl,179.120
2026-03-27 11:39:16.441,source,DRB.UEThpUl,6412.000
2026-03-27 11:39:16.441,source,RRU.PrbTotDl,160.000
2026-03-27 11:39:16.441,source,RRU.PrbTotUl,2592.000
2026-03-27 11:39:16.541,source,DRB.PdcpSduVolumeUL,5.760
2026-03-27 11:39:16.541,source,DRB.RlcSduDelayDl,264.333
2026-03-27 11:39:16.541,source,DRB.UEThpDl,139.680
2026-03-27 11:39:16.541,source,DRB.UEThpUl,7308.800
2026-03-27 11:39:16.541,source,RRU.PrbTotDl,155.000
2026-03-27 11:39:16.541,source,RRU.PrbTotUl,3000.000
2026-03-27 11:39:16.641,source,DRB.PdcpSduVolumeUL,5.568
2026-03-27 11:39:16.641,source,DRB.RlcSduDelayDl,289.700
2026-03-27 11:39:16.641,source,DRB.UEThpDl,139.680
2026-03-27 11:39:16.641,source,DRB.UEThpUl,7028.720
2026-03-27 11:39:16.641,source,RRU.PrbTotDl,145.000
2026-03-27 11:39:16.641,source,RRU.PrbTotUl,2898.000
2026-03-27 11:39:16.741,source,DRB.PdcpSduVolumeUL,5.784
2026-03-27 11:39:16.741,source,DRB.RlcSduDelayDl,296.528
2026-03-27 11:39:16.741,source,DRB.UEThpDl,167.520
2026-03-27 11:39:16.741,source,DRB.UEThpUl,7233.200
2026-03-27 11:39:16.741,source,RRU.PrbTotDl,165.000
2026-03-27 11:39:16.741,source,RRU.PrbTotUl,2949.000
2026-03-27 11:39:16.741,source,RSRP,-79.000
2026-03-27 11:39:16.741,source,RSRQ,-11.000
2026-03-27 11:39:16.741,source,SINR,22.500
2026-03-27 11:39:16.841,source,DRB.PdcpSduVolumeUL,5.760
2026-03-27 11:39:16.841,source,DRB.RlcSduDelayDl,288.733
2026-03-27 11:39:16.841,source,DRB.UEThpDl,139.440
2026-03-27 11:39:16.841,source,DRB.UEThpUl,7269.360
2026-03-27 11:39:16.841,source,RRU.PrbTotDl,155.000
2026-03-27 11:39:16.841,source,RRU.PrbTotUl,3000.000
