timestamp,gnb,metric_name,metric_value
2026-03-26 17:34:10.781,source,DRB.PdcpSduVolumeUL,0.288
2026-03-26 17:34:10.781,source,DRB.RlcSduDelayDl,0.000
2026-03-26 17:34:10.781,source,DRB.UEThpDl,1855291.920
2026-03-26 17:34:10.781,source,DRB.UEThpUl,517.520
2026-03-26 17:34:10.781,source,RRU.PrbTotDl,633737.000
2026-03-26 17:34:10.781,source,RRU.PrbTotUl,7088.000
2026-03-26 17:34:10.881,source,DRB.PdcpSduVolumeUL,0.000
2026-03-26 17:34:10.881,source,DRB.RlcSduDelayDl,1774542850829457.500
2026-03-26 17:34:10.881,source,DRB.UEThpDl,16199.120
2026-03-26 17:34:10.881,source,DRB.UEThpUl,0.960
2026-03-26 17:34:10.881,source,RRU.PrbTotDl,5253.000
2026-03-26 17:34:10.881,source,RRU.PrbTotUl,20.000
2026-03-26 17:34:10.981,source,DRB.PdcpSduVolumeUL,0.000
2026-03-26 17:34:10.981,source,DRB.RlcSduDelayDl,1774542850930402.500
2026-03-26 17:34:10.981,source,DRB.UEThpDl,16257.520
2026-03-26 17:34:10.981,source,DRB.UEThpUl,0.960
2026-03-26 17:34:10.981,source,RRU.PrbTotDl,5304.000
2026-03-26 17:34:10.981,source,RRU.PrbTotUl,20.000
2026-03-26 17:34:11.081,source,DRB.PdcpSduVolumeUL,0.000
2026-03-26 17:34:11.081,source,DRB.RlcSduDelayDl,1774542851029802.500
2026-03-26 17:34:11.081,source,DRB.UEThpDl,16357.760
2026-03-26 17:34:11.081,source,DRB.UEThpUl,0.720
2026-03-26 17:34:11.081,source,RRU.PrbTotDl,5304.000
2026-03-26 17:34:11.081,source,RRU.PrbTotUl,15.000
2026-03-26 17:34:11.181,source,DRB.PdcpSduVolumeUL,0.000
2026-03-26 17:34:11.181,source,DRB.RlcSduDelayDl,1774542851130129.000
2026-03-26 17:34:11.181,source,DRB.UEThpDl,16040.960
2026-03-26 17:34:11.181,source,DRB.UEThpUl,0.960
2026-03-26 17:34:11.181,source,RRU.PrbTotDl,5202.000
2026-03-26 17:34:11.181,source,RRU.PrbTotUl,20.000
2026-03-26 17:34:11.281,source,DRB.PdcpSduVolumeUL,0.000
2026-03-26 17:34:11.281,source,DRB.RlcSduDelayDl,1774542851229956.250
2026-03-26 17:34:11.281,source,DRB.UEThpDl,16357.360
2026-03-26 17:34:11.281,source,DRB.UEThpUl,0.960
2026-03-26 17:34:11.281,source,RRU.PrbTotDl,5304.000
2026-03-26 17:34:11.281,source,RRU.PrbTotUl,20.000
2026-03-26 17:34:11.381,source,DRB.PdcpSduVolumeUL,0.000
2026-03-26 17:34:11.381,source,DRB.RlcSduDelayDl,1774542851329451.500
2026-03-26 17:34:11.381,source,DRB.UEThpDl,16574.480
2026-03-26 17:34:11.381,source,DRB.UEThpUl,0.720
2026-03-26 17:34:11.381,source,RRU.PrbTotDl,5406.000
2026-03-26 17:34:11.381,source,RRU.PrbTotUl,20.000
2026-03-26 17:34:11.481,source,DRB.PdcpSduVolumeUL,0.000
